last_interval,Exchange,Symbol,Best_Bid_Price,FB0,Best_Offer_Price,FA0,FB2,FA2,p_time,Next_Best_Bid,Next_Best_Offer,outcome,date
2020-01-03 10:52:25,Z,AAPL,298.59,3.0,298.62,2.0,0.0,0.0,2020-01-03 10:52:25.738463,298.63,298.67,1,2020-01-03
2020-01-03 10:52:30,Q,AAPL,298.63,1.0,298.67,1.0,0.0,-1.0,2020-01-03 10:52:30.117137,298.62,298.66,0,2020-01-03
2020-01-03 10:52:35,Z,AAPL,298.62,3.0,298.66,2.0,1.0,0.0,2020-01-03 10:52:35.061204,298.58,298.6,-1,2020-01-03
2020-01-03 10:52:40,Z,AAPL,298.58,6.0,298.6,1.0,0.0,-1.0,2020-01-03 10:52:41.104058,298.54,298.55,-1,2020-01-03
2020-01-03 10:52:45,Z,AAPL,298.54,2.0,298.55,2.0,0.0,1.0,2020-01-03 10:52:45.692030,298.52,298.55,0,2020-01-03
2020-01-03 10:52:50,N,AAPL,298.52,1.0,298.55,1.0,0.0,0.0,2020-01-03 10:52:50.583576,298.62,298.66,1,2020-01-03
2020-01-03 10:52:55,Z,AAPL,298.62,3.0,298.66,4.0,1.0,3.0,2020-01-03 10:52:56.544565,298.65,298.68,0,2020-01-03
2020-01-03 10:53:00,Z,AAPL,298.65,2.0,298.68,1.0,-3.0,0.0,2020-01-03 10:53:00.001721,298.68,298.72,0,2020-01-03
2020-01-03 10:53:05,K,AAPL,298.68,2.0,298.72,2.0,0.0,1.0,2020-01-03 10:53:05.015964,298.79,298.8,1,2020-01-03
2020-01-03 10:53:10,Z,AAPL,298.79,1.0,298.8,2.0,-1.0,0.0,2020-01-03 10:53:11.383789,298.79,298.81,0,2020-01-03
2020-01-03 10:53:15,P,AAPL,298.79,2.0,298.81,5.0,0.0,0.0,2020-01-03 10:53:15.002554,298.81,298.83,0,2020-01-03
2020-01-03 10:53:20,Z,AAPL,298.81,4.0,298.83,2.0,0.0,-5.0,2020-01-03 10:53:20.008151,298.84,298.86,1,2020-01-03
2020-01-03 10:53:25,K,AAPL,298.84,3.0,298.86,4.0,1.0,0.0,2020-01-03 10:53:25.942419,298.82,298.84,0,2020-01-03
2020-01-03 10:53:30,P,AAPL,298.82,9.0,298.84,1.0,0.0,-1.0,2020-01-03 10:53:30.617693,298.83,298.86,0,2020-01-03
2020-01-03 10:53:35,Q,AAPL,298.83,5.0,298.86,5.0,0.0,0.0,2020-01-03 10:53:35.225258,298.81,298.84,0,2020-01-03
2020-01-03 10:53:40,Q,AAPL,298.81,5.0,298.84,2.0,0.0,1.0,2020-01-03 10:53:40.215822,298.78,298.81,0,2020-01-03
2020-01-03 10:53:45,Q,AAPL,298.78,1.0,298.81,5.0,0.0,1.0,2020-01-03 10:53:45.223069,298.82,298.83,1,2020-01-03
2020-01-03 10:53:50,Q,AAPL,298.82,2.0,298.83,1.0,0.0,-3.0,2020-01-03 10:53:50.192956,298.79,298.81,-1,2020-01-03
2020-01-03 10:53:55,Q,AAPL,298.79,3.0,298.81,2.0,0.0,-1.0,2020-01-03 10:53:56.626207,298.77,298.8,0,2020-01-03
2020-01-03 10:54:00,Z,AAPL,298.77,2.0,298.8,1.0,0.0,0.0,2020-01-03 10:54:00.323813,298.83,298.84,1,2020-01-03
2020-01-03 10:54:05,P,AAPL,298.83,2.0,298.84,1.0,1.0,0.0,2020-01-03 10:54:05.461322,298.83,298.84,0,2020-01-03
2020-01-03 10:54:10,Q,AAPL,298.83,1.0,298.84,1.0,0.0,0.0,2020-01-03 10:54:10.180843,298.8,298.83,0,2020-01-03
2020-01-03 10:54:15,N,AAPL,298.8,1.0,298.83,2.0,0.0,0.0,2020-01-03 10:54:15.002403,298.8,298.83,0,2020-01-03
2020-01-03 10:54:20,Z,AAPL,298.8,2.0,298.83,4.0,1.0,0.0,2020-01-03 10:54:20.136950,298.79,298.81,0,2020-01-03
2020-01-03 10:54:25,Q,AAPL,298.79,4.0,298.81,1.0,1.0,0.0,2020-01-03 10:54:25.200538,298.81,298.83,0,2020-01-03
2020-01-03 10:54:30,Q,AAPL,298.81,3.0,298.83,4.0,0.0,1.0,2020-01-03 10:54:32.048521,298.73,298.75,-1,2020-01-03
2020-01-03 10:54:35,N,AAPL,298.73,6.0,298.75,2.0,5.0,0.0,2020-01-03 10:54:35.302334,298.66,298.69,-1,2020-01-03
2020-01-03 10:54:40,N,AAPL,298.66,1.0,298.69,4.0,-1.0,-1.0,2020-01-03 10:54:40.726386,298.63,298.65,-1,2020-01-03
2020-01-03 10:54:45,Z,AAPL,298.63,2.0,298.65,1.0,0.0,0.0,2020-01-03 10:54:45.940111,298.61,298.63,0,2020-01-03
2020-01-03 10:54:50,Q,AAPL,298.61,4.0,298.63,2.0,1.0,0.0,2020-01-03 10:54:50.848108,298.66,298.7,1,2020-01-03
2020-01-03 10:54:55,N,AAPL,298.66,4.0,298.7,2.0,0.0,1.0,2020-01-03 10:54:56.622226,298.67,298.7,0,2020-01-03
2020-01-03 10:55:00,P,AAPL,298.67,2.0,298.7,2.0,1.0,0.0,2020-01-03 10:55:00.205792,298.58,298.61,-1,2020-01-03
2020-01-03 10:55:05,P,AAPL,298.58,1.0,298.61,3.0,0.0,1.0,2020-01-03 10:55:05.060656,298.51,298.54,-1,2020-01-03
2020-01-03 10:55:10,N,AAPL,298.51,4.0,298.54,2.0,1.0,0.0,2020-01-03 10:55:10.016698,298.58,298.61,1,2020-01-03
2020-01-03 10:55:15,Z,AAPL,298.58,1.0,298.61,1.0,0.0,-1.0,2020-01-03 10:55:15.195933,298.62,298.66,1,2020-01-03
2020-01-03 10:55:20,Z,AAPL,298.62,4.0,298.66,1.0,1.0,0.0,2020-01-03 10:55:20.317454,298.58,298.6,-1,2020-01-03
2020-01-03 10:55:25,N,AAPL,298.58,1.0,298.6,4.0,0.0,-1.0,2020-01-03 10:55:25.003892,298.54,298.58,0,2020-01-03
2020-01-03 10:55:30,Z,AAPL,298.54,4.0,298.58,1.0,1.0,0.0,2020-01-03 10:55:30.014120,298.6,298.62,1,2020-01-03
2020-01-03 10:55:35,N,AAPL,298.6,1.0,298.62,2.0,-5.0,0.0,2020-01-03 10:55:35.416070,298.62,298.65,0,2020-01-03
2020-01-03 10:55:40,N,AAPL,298.62,3.0,298.65,1.0,1.0,0.0,2020-01-03 10:55:40.553042,298.62,298.65,0,2020-01-03
2020-01-03 10:55:45,N,AAPL,298.62,2.0,298.65,4.0,-1.0,0.0,2020-01-03 10:55:45.016412,298.63,298.67,0,2020-01-03
2020-01-03 10:55:50,Z,AAPL,298.63,3.0,298.67,1.0,0.0,-1.0,2020-01-03 10:55:53.125041,298.67,298.71,0,2020-01-03
2020-01-03 10:55:55,K,AAPL,298.67,5.0,298.71,2.0,1.0,0.0,2020-01-03 10:55:55.023785,298.67,298.71,0,2020-01-03
2020-01-03 10:56:00,Q,AAPL,298.67,2.0,298.71,2.0,0.0,0.0,2020-01-03 10:56:00.000217,298.71,298.74,0,2020-01-03
2020-01-03 10:56:05,P,AAPL,298.71,1.0,298.74,2.0,0.0,-3.0,2020-01-03 10:56:05.005395,298.77,298.79,1,2020-01-03
2020-01-03 10:56:10,K,AAPL,298.77,1.0,298.79,1.0,0.0,0.0,2020-01-03 10:56:10.090534,298.75,298.78,0,2020-01-03
2020-01-03 10:56:15,Z,AAPL,298.75,16.0,298.78,10.0,0.0,8.0,2020-01-03 10:56:15.460897,298.72,298.75,0,2020-01-03
2020-01-03 10:56:20,B,AAPL,298.72,5.0,298.75,1.0,0.0,0.0,2020-01-03 10:56:20.072436,298.73,298.75,0,2020-01-03
2020-01-03 10:56:25,P,AAPL,298.73,4.0,298.75,1.0,0.0,0.0,2020-01-03 10:56:25.029110,298.72,298.74,0,2020-01-03
2020-01-03 10:56:30,Y,AAPL,298.72,1.0,298.74,1.0,0.0,0.0,2020-01-03 10:56:30.589459,298.72,298.74,0,2020-01-03
2020-01-03 10:56:35,Q,AAPL,298.72,1.0,298.74,3.0,0.0,1.0,2020-01-03 10:56:35.129108,298.74,298.78,0,2020-01-03
2020-01-03 10:56:40,Z,AAPL,298.74,3.0,298.78,2.0,0.0,1.0,2020-01-03 10:56:40.244331,298.77,298.79,0,2020-01-03
2020-01-03 10:56:45,K,AAPL,298.77,2.0,298.79,2.0,1.0,0.0,2020-01-03 10:56:45.797903,298.77,298.79,0,2020-01-03
2020-01-03 10:56:50,Q,AAPL,298.77,3.0,298.79,2.0,1.0,0.0,2020-01-03 10:56:50.656408,298.77,298.79,0,2020-01-03
2020-01-03 10:56:55,Z,AAPL,298.77,2.0,298.79,3.0,0.0,0.0,2020-01-03 10:56:55.030403,298.7,298.72,-1,2020-01-03
2020-01-03 10:57:00,Z,AAPL,298.7,2.0,298.72,1.0,0.0,0.0,2020-01-03 10:57:00.020203,298.7,298.71,0,2020-01-03
2020-01-03 10:57:05,Z,AAPL,298.7,2.0,298.71,2.0,0.0,-1.0,2020-01-03 10:57:06.530109,298.7,298.73,0,2020-01-03
2020-01-03 10:57:10,Z,AAPL,298.7,6.0,298.73,1.0,0.0,-1.0,2020-01-03 10:57:10.141746,298.72,298.75,0,2020-01-03
2020-01-03 10:57:15,Z,AAPL,298.72,2.0,298.75,1.0,1.0,0.0,2020-01-03 10:57:15.184763,298.73,298.76,0,2020-01-03
2020-01-03 10:57:20,Z,AAPL,298.73,2.0,298.76,1.0,0.0,0.0,2020-01-03 10:57:20.019496,298.73,298.74,0,2020-01-03
2020-01-03 10:57:25,Q,AAPL,298.73,2.0,298.74,1.0,0.0,-1.0,2020-01-03 10:57:26.750746,298.73,298.76,0,2020-01-03
2020-01-03 10:57:30,N,AAPL,298.73,2.0,298.76,2.0,0.0,1.0,2020-01-03 10:57:30.049187,298.74,298.77,0,2020-01-03
2020-01-03 10:57:35,N,AAPL,298.74,4.0,298.77,1.0,1.0,0.0,2020-01-03 10:57:35.138181,298.74,298.76,0,2020-01-03
2020-01-03 10:57:40,K,AAPL,298.74,3.0,298.76,2.0,1.0,0.0,2020-01-03 10:57:40.191665,298.74,298.77,0,2020-01-03
2020-01-03 10:57:45,P,AAPL,298.74,3.0,298.77,1.0,0.0,-1.0,2020-01-03 10:57:45.011809,298.75,298.77,0,2020-01-03
2020-01-03 10:57:50,Q,AAPL,298.75,2.0,298.77,2.0,0.0,0.0,2020-01-03 10:57:50.250937,298.75,298.78,0,2020-01-03
2020-01-03 10:57:55,Q,AAPL,298.75,6.0,298.78,5.0,1.0,0.0,2020-01-03 10:57:55.010129,298.79,298.82,1,2020-01-03
2020-01-03 10:58:00,Q,AAPL,298.79,6.0,298.82,3.0,0.0,1.0,2020-01-03 10:58:00.115200,298.79,298.81,0,2020-01-03
2020-01-03 10:58:05,N,AAPL,298.79,3.0,298.81,1.0,0.0,-1.0,2020-01-03 10:58:05.091296,298.76,298.78,-1,2020-01-03
2020-01-03 10:58:10,Z,AAPL,298.76,6.0,298.78,2.0,0.0,1.0,2020-01-03 10:58:10.834256,298.81,298.82,1,2020-01-03
2020-01-03 10:58:15,Q,AAPL,298.81,2.0,298.82,1.0,0.0,-1.0,2020-01-03 10:58:15.100337,298.79,298.81,0,2020-01-03
2020-01-03 10:58:20,Q,AAPL,298.79,1.0,298.81,1.0,0.0,0.0,2020-01-03 10:58:20.160531,298.78,298.8,0,2020-01-03
2020-01-03 10:58:25,Q,AAPL,298.78,2.0,298.8,2.0,0.0,1.0,2020-01-03 10:58:25.048534,298.7,298.73,-1,2020-01-03
2020-01-03 10:58:30,Z,AAPL,298.7,2.0,298.73,3.0,0.0,1.0,2020-01-03 10:58:30.015530,298.75,298.78,1,2020-01-03
2020-01-03 10:58:35,Q,AAPL,298.75,2.0,298.78,3.0,0.0,-2.0,2020-01-03 10:58:35.006077,298.73,298.77,0,2020-01-03
2020-01-03 10:58:40,Q,AAPL,298.73,3.0,298.77,5.0,0.0,4.0,2020-01-03 10:58:40.048124,298.66,298.7,-1,2020-01-03
2020-01-03 10:58:45,N,AAPL,298.66,1.0,298.7,5.0,0.0,4.0,2020-01-03 10:58:45.054430,298.68,298.7,0,2020-01-03
2020-01-03 10:58:50,Q,AAPL,298.68,3.0,298.7,2.0,0.0,1.0,2020-01-03 10:58:50.194334,298.66,298.67,-1,2020-01-03
2020-01-03 10:58:55,Z,AAPL,298.66,4.0,298.67,3.0,0.0,1.0,2020-01-03 10:58:55.081426,298.69,298.7,1,2020-01-03
2020-01-03 10:59:00,P,AAPL,298.69,6.0,298.7,2.0,5.0,0.0,2020-01-03 10:59:00.062760,298.71,298.73,1,2020-01-03
2020-01-03 10:59:05,N,AAPL,298.71,2.0,298.73,1.0,-1.0,0.0,2020-01-03 10:59:05.041314,298.64,298.66,-1,2020-01-03
2020-01-03 10:59:10,N,AAPL,298.64,2.0,298.66,2.0,0.0,-1.0,2020-01-03 10:59:10.131066,298.63,298.66,0,2020-01-03
2020-01-03 10:59:15,Z,AAPL,298.63,3.0,298.66,4.0,0.0,-1.0,2020-01-03 10:59:15.012436,298.6,298.62,-1,2020-01-03
2020-01-03 10:59:20,Z,AAPL,298.6,3.0,298.62,5.0,0.0,0.0,2020-01-03 10:59:20.290508,298.56,298.58,-1,2020-01-03
2020-01-03 10:59:25,P,AAPL,298.56,2.0,298.58,4.0,0.0,-1.0,2020-01-03 10:59:25.095986,298.56,298.59,0,2020-01-03
2020-01-03 10:59:30,Z,AAPL,298.56,6.0,298.59,2.0,0.0,0.0,2020-01-03 10:59:30.810562,298.55,298.57,0,2020-01-03
2020-01-03 10:59:35,N,AAPL,298.55,2.0,298.57,1.0,1.0,0.0,2020-01-03 10:59:35.003013,298.58,298.62,1,2020-01-03
2020-01-03 10:59:40,Z,AAPL,298.58,1.0,298.62,2.0,0.0,0.0,2020-01-03 10:59:40.118173,298.59,298.62,0,2020-01-03
2020-01-03 10:59:45,N,AAPL,298.59,3.0,298.62,3.0,1.0,0.0,2020-01-03 10:59:46.216040,298.6,298.62,0,2020-01-03
2020-01-03 10:59:50,Z,AAPL,298.6,2.0,298.62,2.0,-2.0,0.0,2020-01-03 10:59:50.881989,298.59,298.62,0,2020-01-03
2020-01-03 10:59:55,Z,AAPL,298.59,1.0,298.62,2.0,0.0,-1.0,2020-01-03 10:59:55.007043,298.62,298.67,0,2020-01-03
2020-01-03 11:00:00,Q,AAPL,298.62,2.0,298.67,4.0,0.0,3.0,2020-01-03 11:00:00.001630,298.61,298.64,0,2020-01-03
2020-01-03 11:00:05,Q,AAPL,298.61,2.0,298.64,1.0,0.0,0.0,2020-01-03 11:00:05.353796,298.57,298.6,-1,2020-01-03
2020-01-03 11:00:10,N,AAPL,298.57,2.0,298.6,1.0,0.0,0.0,2020-01-03 11:00:10.064207,298.57,298.6,0,2020-01-03
2020-01-03 11:00:15,Z,AAPL,298.57,2.0,298.6,2.0,1.0,0.0,2020-01-03 11:00:15.022968,298.67,298.71,1,2020-01-03
2020-01-03 11:00:20,Z,AAPL,298.67,1.0,298.71,1.0,-2.0,0.0,2020-01-03 11:00:20.041647,298.67,298.71,0,2020-01-03
2020-01-03 11:00:25,X,AAPL,298.67,1.0,298.71,3.0,-1.0,2.0,2020-01-03 11:00:26.334603,298.72,298.75,1,2020-01-03
2020-01-03 11:00:30,Q,AAPL,298.72,1.0,298.75,1.0,0.0,0.0,2020-01-03 11:00:30.075785,298.72,298.73,0,2020-01-03
2020-01-03 11:00:35,Q,AAPL,298.72,2.0,298.73,1.0,1.0,0.0,2020-01-03 11:00:35.434098,298.74,298.76,1,2020-01-03
2020-01-03 11:00:40,Z,AAPL,298.74,1.0,298.76,1.0,0.0,0.0,2020-01-03 11:00:40.032295,298.7,298.73,-1,2020-01-03
2020-01-03 11:00:45,Z,AAPL,298.7,3.0,298.73,2.0,0.0,1.0,2020-01-03 11:00:45.003686,298.7,298.73,0,2020-01-03
2020-01-03 11:00:50,Z,AAPL,298.7,4.0,298.73,3.0,0.0,2.0,2020-01-03 11:00:50.086444,298.67,298.69,-1,2020-01-03
2020-01-03 11:00:55,Z,AAPL,298.67,1.0,298.69,1.0,0.0,0.0,2020-01-03 11:00:55.003217,298.62,298.65,-1,2020-01-03
2020-01-03 11:01:00,N,AAPL,298.62,2.0,298.65,1.0,1.0,0.0,2020-01-03 11:01:00.013253,298.63,298.64,0,2020-01-03
2020-01-03 11:01:05,P,AAPL,298.63,4.0,298.64,7.0,0.0,6.0,2020-01-03 11:01:05.070541,298.57,298.59,-1,2020-01-03
2020-01-03 11:01:10,Q,AAPL,298.57,5.0,298.59,1.0,1.0,-1.0,2020-01-03 11:01:10.078231,298.6,298.62,1,2020-01-03
2020-01-03 11:01:15,Q,AAPL,298.6,5.0,298.62,2.0,1.0,0.0,2020-01-03 11:01:15.015501,298.72,298.73,1,2020-01-03
2020-01-03 11:01:20,Q,AAPL,298.72,3.0,298.73,1.0,0.0,-2.0,2020-01-03 11:01:20.192998,298.67,298.71,-1,2020-01-03
2020-01-03 11:01:25,Q,AAPL,298.67,7.0,298.71,2.0,0.0,0.0,2020-01-03 11:01:25.105750,298.67,298.69,0,2020-01-03
2020-01-03 11:01:30,Z,AAPL,298.67,1.0,298.69,1.0,-1.0,0.0,2020-01-03 11:01:30.024537,298.66,298.68,0,2020-01-03
2020-01-03 11:01:35,N,AAPL,298.66,2.0,298.68,2.0,0.0,1.0,2020-01-03 11:01:35.814612,298.66,298.68,0,2020-01-03
2020-01-03 11:01:40,Q,AAPL,298.66,2.0,298.68,1.0,0.0,0.0,2020-01-03 11:01:41.096349,298.72,298.73,1,2020-01-03
2020-01-03 11:01:45,P,AAPL,298.72,1.0,298.73,1.0,0.0,0.0,2020-01-03 11:01:45.420516,298.71,298.73,0,2020-01-03
2020-01-03 11:01:50,K,AAPL,298.71,2.0,298.73,2.0,1.0,0.0,2020-01-03 11:01:50.358093,298.72,298.73,0,2020-01-03
2020-01-03 11:01:55,K,AAPL,298.72,1.0,298.73,1.0,0.0,0.0,2020-01-03 11:01:55.045775,298.68,298.71,-1,2020-01-03
2020-01-03 11:02:00,Q,AAPL,298.68,1.0,298.71,1.0,0.0,0.0,2020-01-03 11:02:00.005069,298.66,298.69,0,2020-01-03
2020-01-03 11:02:05,N,AAPL,298.66,4.0,298.69,1.0,2.0,0.0,2020-01-03 11:02:05.041563,298.68,298.71,0,2020-01-03
2020-01-03 11:02:10,P,AAPL,298.68,17.0,298.71,3.0,0.0,-2.0,2020-01-03 11:02:10.031368,298.73,298.74,1,2020-01-03
2020-01-03 11:02:15,P,AAPL,298.73,6.0,298.74,1.0,1.0,0.0,2020-01-03 11:02:15.264258,298.74,298.75,0,2020-01-03
2020-01-03 11:02:20,P,AAPL,298.74,1.0,298.75,2.0,-5.0,0.0,2020-01-03 11:02:20.144182,298.7,298.72,-1,2020-01-03
2020-01-03 11:02:25,N,AAPL,298.7,1.0,298.72,1.0,-2.0,0.0,2020-01-03 11:02:25.137375,298.65,298.69,-1,2020-01-03
2020-01-03 11:02:30,K,AAPL,298.65,2.0,298.69,3.0,0.0,2.0,2020-01-03 11:02:30.150199,298.61,298.64,-1,2020-01-03
2020-01-03 11:02:35,Z,AAPL,298.61,2.0,298.64,1.0,1.0,0.0,2020-01-03 11:02:35.308006,298.63,298.66,0,2020-01-03
2020-01-03 11:02:40,Z,AAPL,298.63,2.0,298.66,2.0,-1.0,0.0,2020-01-03 11:02:40.310647,298.66,298.69,0,2020-01-03
2020-01-03 11:02:45,Z,AAPL,298.66,1.0,298.69,1.0,0.0,-2.0,2020-01-03 11:02:45.634734,298.6,298.63,-1,2020-01-03
2020-01-03 11:02:50,Z,AAPL,298.6,3.0,298.63,1.0,-1.0,0.0,2020-01-03 11:02:50.106752,298.63,298.65,0,2020-01-03
2020-01-03 11:02:55,Q,AAPL,298.63,2.0,298.65,2.0,0.0,1.0,2020-01-03 11:02:56.363973,298.64,298.67,0,2020-01-03
2020-01-03 11:03:00,Z,AAPL,298.64,1.0,298.67,2.0,0.0,1.0,2020-01-03 11:03:00.015347,298.59,298.61,-1,2020-01-03
2020-01-03 11:03:05,N,AAPL,298.59,3.0,298.61,1.0,1.0,0.0,2020-01-03 11:03:05.004559,298.59,298.62,0,2020-01-03
2020-01-03 11:03:10,K,AAPL,298.59,3.0,298.62,1.0,0.0,0.0,2020-01-03 11:03:10.142896,298.58,298.59,0,2020-01-03
2020-01-03 11:03:15,N,AAPL,298.58,4.0,298.59,1.0,-1.0,0.0,2020-01-03 11:03:15.020813,298.51,298.54,-1,2020-01-03
2020-01-03 11:03:20,P,AAPL,298.51,3.0,298.54,2.0,0.0,1.0,2020-01-03 11:03:20.155143,298.44,298.45,-1,2020-01-03
2020-01-03 11:03:25,N,AAPL,298.44,2.0,298.45,4.0,-4.0,1.0,2020-01-03 11:03:26.044624,298.46,298.49,1,2020-01-03
2020-01-03 11:03:30,N,AAPL,298.46,5.0,298.49,2.0,0.0,1.0,2020-01-03 11:03:30.109648,298.49,298.51,0,2020-01-03
2020-01-03 11:03:35,Q,AAPL,298.49,3.0,298.51,2.0,0.0,0.0,2020-01-03 11:03:35.281403,298.51,298.54,0,2020-01-03
2020-01-03 11:03:40,N,AAPL,298.51,2.0,298.54,1.0,-2.0,0.0,2020-01-03 11:03:40.006034,298.5,298.54,0,2020-01-03
2020-01-03 11:03:45,Z,AAPL,298.5,2.0,298.54,3.0,0.0,-1.0,2020-01-03 11:03:45.015457,298.48,298.5,0,2020-01-03
2020-01-03 11:03:50,N,AAPL,298.48,2.0,298.5,2.0,0.0,1.0,2020-01-03 11:03:50.112533,298.43,298.45,-1,2020-01-03
2020-01-03 11:03:55,Z,AAPL,298.43,1.0,298.45,1.0,-1.0,0.0,2020-01-03 11:03:55.063243,298.48,298.5,1,2020-01-03
2020-01-03 11:04:00,Z,AAPL,298.48,1.0,298.5,2.0,-2.0,0.0,2020-01-03 11:04:00.253224,298.51,298.54,1,2020-01-03
2020-01-03 11:04:05,Q,AAPL,298.51,2.0,298.54,2.0,0.0,-2.0,2020-01-03 11:04:05.108066,298.47,298.5,-1,2020-01-03
2020-01-03 11:04:10,Z,AAPL,298.47,1.0,298.5,3.0,0.0,1.0,2020-01-03 11:04:10.121386,298.5,298.53,0,2020-01-03
2020-01-03 11:04:15,Q,AAPL,298.5,2.0,298.53,1.0,1.0,0.0,2020-01-03 11:04:15.163058,298.5,298.54,0,2020-01-03
2020-01-03 11:04:20,Q,AAPL,298.5,4.0,298.54,2.0,0.0,1.0,2020-01-03 11:04:20.408153,298.43,298.44,-1,2020-01-03
2020-01-03 11:04:25,K,AAPL,298.43,3.0,298.44,18.0,0.0,-1.0,2020-01-03 11:04:25.161601,298.4,298.43,0,2020-01-03
2020-01-03 11:04:30,Z,AAPL,298.4,2.0,298.43,1.0,-1.0,0.0,2020-01-03 11:04:30.088933,298.43,298.47,0,2020-01-03
2020-01-03 11:04:35,Z,AAPL,298.43,2.0,298.47,2.0,-1.0,-1.0,2020-01-03 11:04:35.103961,298.53,298.56,1,2020-01-03
2020-01-03 11:04:40,Z,AAPL,298.53,1.0,298.56,2.0,-2.0,0.0,2020-01-03 11:04:40.058330,298.53,298.55,0,2020-01-03
2020-01-03 11:04:45,Z,AAPL,298.53,2.0,298.55,1.0,0.0,0.0,2020-01-03 11:04:46.680597,298.52,298.55,0,2020-01-03
2020-01-03 11:04:50,N,AAPL,298.52,2.0,298.55,1.0,0.0,0.0,2020-01-03 11:04:50.016157,298.5,298.53,0,2020-01-03
2020-01-03 11:04:55,N,AAPL,298.5,5.0,298.53,2.0,1.0,1.0,2020-01-03 11:04:55.363084,298.51,298.53,0,2020-01-03
2020-01-03 11:05:00,N,AAPL,298.51,1.0,298.53,2.0,-4.0,0.0,2020-01-03 11:05:00.020070,298.53,298.55,0,2020-01-03
2020-01-03 11:05:05,N,AAPL,298.53,2.0,298.55,2.0,0.0,1.0,2020-01-03 11:05:05.709095,298.49,298.52,-1,2020-01-03
2020-01-03 11:05:10,N,AAPL,298.49,1.0,298.52,2.0,0.0,0.0,2020-01-03 11:05:10.056225,298.56,298.59,1,2020-01-03
2020-01-03 11:05:15,Z,AAPL,298.56,2.0,298.59,1.0,-1.0,0.0,2020-01-03 11:05:15.045298,298.49,298.52,-1,2020-01-03
2020-01-03 11:05:20,Q,AAPL,298.49,3.0,298.52,2.0,0.0,1.0,2020-01-03 11:05:20.151201,298.53,298.56,1,2020-01-03
2020-01-03 11:05:25,Z,AAPL,298.53,4.0,298.56,1.0,0.0,0.0,2020-01-03 11:05:26.398721,298.53,298.55,0,2020-01-03
2020-01-03 11:05:30,C,AAPL,298.53,2.0,298.55,2.0,0.0,1.0,2020-01-03 11:05:30.435009,298.54,298.57,0,2020-01-03
2020-01-03 11:05:35,Z,AAPL,298.54,2.0,298.57,1.0,1.0,0.0,2020-01-03 11:05:35.047623,298.53,298.56,0,2020-01-03
2020-01-03 11:05:40,K,AAPL,298.53,4.0,298.56,1.0,1.0,0.0,2020-01-03 11:05:40.065018,298.53,298.55,0,2020-01-03
2020-01-03 11:05:45,Z,AAPL,298.53,2.0,298.55,1.0,0.0,0.0,2020-01-03 11:05:45.018931,298.55,298.59,0,2020-01-03
2020-01-03 11:05:50,J,AAPL,298.55,3.0,298.59,1.0,2.0,0.0,2020-01-03 11:05:50.019974,298.56,298.58,0,2020-01-03
2020-01-03 11:05:55,K,AAPL,298.56,1.0,298.58,1.0,-1.0,0.0,2020-01-03 11:05:55.016199,298.53,298.55,-1,2020-01-03
2020-01-03 11:06:00,N,AAPL,298.53,7.0,298.55,2.0,1.0,0.0,2020-01-03 11:06:01.660835,298.54,298.57,0,2020-01-03
2020-01-03 11:06:05,P,AAPL,298.54,2.0,298.57,2.0,0.0,1.0,2020-01-03 11:06:05.024695,298.54,298.56,0,2020-01-03
2020-01-03 11:06:10,K,AAPL,298.54,1.0,298.56,1.0,-1.0,-1.0,2020-01-03 11:06:11.432763,298.52,298.55,0,2020-01-03
2020-01-03 11:06:15,Q,AAPL,298.52,2.0,298.55,3.0,0.0,1.0,2020-01-03 11:06:15.056512,298.5,298.52,0,2020-01-03
2020-01-03 11:06:20,Q,AAPL,298.5,2.0,298.52,1.0,0.0,0.0,2020-01-03 11:06:20.755467,298.52,298.57,0,2020-01-03
2020-01-03 11:06:25,Z,AAPL,298.52,2.0,298.57,3.0,1.0,0.0,2020-01-03 11:06:25.019218,298.54,298.58,0,2020-01-03
2020-01-03 11:06:30,N,AAPL,298.54,6.0,298.58,4.0,0.0,2.0,2020-01-03 11:06:30.226199,298.54,298.58,0,2020-01-03
2020-01-03 11:06:35,Z,AAPL,298.54,5.0,298.58,2.0,0.0,0.0,2020-01-03 11:06:35.530662,298.58,298.59,0,2020-01-03
2020-01-03 11:06:40,Z,AAPL,298.58,30.0,298.59,2.0,0.0,-8.0,2020-01-03 11:06:40.035127,298.58,298.6,0,2020-01-03
2020-01-03 11:06:45,Q,AAPL,298.58,3.0,298.6,2.0,0.0,0.0,2020-01-03 11:06:46.513581,298.62,298.64,1,2020-01-03
2020-01-03 11:06:50,N,AAPL,298.62,1.0,298.64,3.0,0.0,1.0,2020-01-03 11:06:50.089706,298.58,298.61,-1,2020-01-03
2020-01-03 11:06:55,P,AAPL,298.58,2.0,298.61,1.0,0.0,0.0,2020-01-03 11:06:55.002696,298.6,298.63,0,2020-01-03
2020-01-03 11:07:00,Z,AAPL,298.6,3.0,298.63,1.0,0.0,0.0,2020-01-03 11:07:00.301686,298.6,298.61,0,2020-01-03
2020-01-03 11:07:05,Q,AAPL,298.6,5.0,298.61,2.0,0.0,-1.0,2020-01-03 11:07:05.029811,298.53,298.54,-1,2020-01-03
2020-01-03 11:07:10,Z,AAPL,298.53,1.0,298.54,1.0,0.0,0.0,2020-01-03 11:07:10.045099,298.52,298.55,0,2020-01-03
