last_interval,Exchange,Symbol,Best_Bid_Price,FB0,Best_Offer_Price,FA0,FB2,FA2,p_time,Next_Best_Bid,Next_Best_Offer,outcome
2020-01-21 09:30:03,N,AAPL,317.08,1.0,317.17,4.0,0.0,-21.0,2020-01-21 09:30:03.071319,317.1,317.22,0
2020-01-21 09:30:17,N,AAPL,317.1,11.0,317.22,3.0,-4.0,-1.0,2020-01-21 09:30:17.437342,317.18,317.2,0
2020-01-21 09:30:22,N,AAPL,317.18,1.0,317.2,1.0,-10.0,-2.0,2020-01-21 09:30:22.481576,317.18,317.2,0
2020-01-21 09:30:23,N,AAPL,317.18,1.0,317.2,1.0,-3.0,-3.0,2020-01-21 09:30:23.007867,317.19,317.2,0
2020-01-21 09:30:24,N,AAPL,317.19,4.0,317.2,1.0,2.0,-2.0,2020-01-21 09:30:24.048904,317.16,317.21,0
2020-01-21 09:30:25,N,AAPL,317.16,2.0,317.21,4.0,1.0,3.0,2020-01-21 09:30:25.067412,317.16,317.21,0
2020-01-21 09:30:26,N,AAPL,317.16,2.0,317.21,2.0,1.0,0.0,2020-01-21 09:30:26.226849,317.19,317.25,0
2020-01-21 09:30:27,N,AAPL,317.19,1.0,317.25,3.0,-2.0,-1.0,2020-01-21 09:30:27.012751,317.17,317.25,0
2020-01-21 09:30:28,N,AAPL,317.17,2.0,317.25,2.0,0.0,1.0,2020-01-21 09:30:28.017307,317.19,317.25,0
2020-01-21 09:30:29,N,AAPL,317.19,2.0,317.25,1.0,-1.0,-1.0,2020-01-21 09:30:29.047105,317.24,317.26,0
2020-01-21 09:30:30,N,AAPL,317.24,2.0,317.26,1.0,1.0,0.0,2020-01-21 09:30:30.303457,317.21,317.26,0
2020-01-21 09:30:31,N,AAPL,317.21,3.0,317.26,1.0,1.0,0.0,2020-01-21 09:30:31.469575,317.25,317.27,0
2020-01-21 09:30:33,N,AAPL,317.25,3.0,317.27,1.0,2.0,0.0,2020-01-21 09:30:33.755159,317.29,317.34,1
2020-01-21 09:30:37,N,AAPL,317.29,2.0,317.34,1.0,1.0,0.0,2020-01-21 09:30:37.795934,317.33,317.36,0
2020-01-21 09:30:40,N,AAPL,317.33,4.0,317.36,1.0,2.0,0.0,2020-01-21 09:30:40.435714,317.36,317.4,0
2020-01-21 09:30:43,N,AAPL,317.36,4.0,317.4,8.0,3.0,7.0,2020-01-21 09:30:43.006401,317.37,317.39,0
2020-01-21 09:30:46,N,AAPL,317.37,2.0,317.39,4.0,-2.0,-4.0,2020-01-21 09:30:46.038511,317.3,317.35,-1
2020-01-21 09:30:47,N,AAPL,317.3,2.0,317.35,1.0,1.0,-2.0,2020-01-21 09:30:47.119735,317.3,317.35,0
2020-01-21 09:30:48,N,AAPL,317.3,2.0,317.35,4.0,0.0,-1.0,2020-01-21 09:30:48.224715,317.31,317.36,0
2020-01-21 09:30:49,N,AAPL,317.31,2.0,317.36,5.0,-2.0,2.0,2020-01-21 09:30:49.462071,317.31,317.33,0
2020-01-21 09:30:50,N,AAPL,317.31,2.0,317.33,2.0,0.0,-3.0,2020-01-21 09:30:50.769887,317.29,317.34,0
2020-01-21 09:30:51,N,AAPL,317.29,1.0,317.34,2.0,-1.0,1.0,2020-01-21 09:30:51.673946,317.27,317.32,0
2020-01-21 09:30:52,N,AAPL,317.27,2.0,317.32,1.0,-2.0,-1.0,2020-01-21 09:30:52.168550,317.28,317.31,0
