last_interval,Exchange,Symbol,Best_Bid_Price,FB0,Best_Offer_Price,FA0,FB2,FA2,p_time,Next_Best_Bid,Next_Best_Offer,outcome
2020-01-17 09:30:00,N,AAPL,316.21,2.0,316.41,89.0,0.0,88.0,2020-01-17 09:30:00.183188,316.61,316.67,1
2020-01-17 09:30:04,N,AAPL,316.61,1.0,316.67,1.0,-1.0,-88.0,2020-01-17 09:30:04.058911,316.32,316.38,-1
2020-01-17 09:30:12,N,AAPL,316.32,1.0,316.38,2.0,-1.0,1.0,2020-01-17 09:30:12.774153,316.18,316.19,-1
2020-01-17 09:30:17,N,AAPL,316.18,1.0,316.19,25.0,0.0,23.0,2020-01-17 09:30:17.438896,316.31,316.39,1
2020-01-17 09:30:19,N,AAPL,316.31,1.0,316.39,2.0,-1.0,0.0,2020-01-17 09:30:19.836199,316.31,316.4,0
2020-01-17 09:30:20,N,AAPL,316.31,1.0,316.4,1.0,0.0,-1.0,2020-01-17 09:30:20.730120,316.24,316.27,-1
2020-01-17 09:30:28,N,AAPL,316.24,1.0,316.27,2.0,0.0,1.0,2020-01-17 09:30:28.072211,316.34,316.37,1
2020-01-17 09:30:29,N,AAPL,316.34,4.0,316.37,2.0,2.0,0.0,2020-01-17 09:30:29.004287,316.45,316.48,1
2020-01-17 09:30:30,N,AAPL,316.45,1.0,316.48,1.0,-1.0,-1.0,2020-01-17 09:30:30.304438,316.38,316.44,-1
2020-01-17 09:30:31,N,AAPL,316.38,2.0,316.44,2.0,1.0,-2.0,2020-01-17 09:30:31.498833,316.36,316.39,0
2020-01-17 09:30:32,N,AAPL,316.36,1.0,316.39,2.0,-1.0,0.0,2020-01-17 09:30:32.163688,316.35,316.41,0
2020-01-17 09:30:33,N,AAPL,316.35,5.0,316.41,2.0,4.0,0.0,2020-01-17 09:30:33.886929,316.37,316.42,0
2020-01-17 09:30:34,N,AAPL,316.37,4.0,316.42,2.0,-1.0,0.0,2020-01-17 09:30:34.669490,316.39,316.44,0
2020-01-17 09:30:35,N,AAPL,316.39,2.0,316.44,10.0,-3.0,8.0,2020-01-17 09:30:35.571920,316.36,316.43,0
2020-01-17 09:30:36,N,AAPL,316.36,4.0,316.43,4.0,2.0,-6.0,2020-01-17 09:30:36.040346,316.25,316.3,-1
2020-01-17 09:30:37,N,AAPL,316.25,1.0,316.3,1.0,-1.0,0.0,2020-01-17 09:30:37.024061,316.24,316.31,0
2020-01-17 09:30:38,N,AAPL,316.24,2.0,316.31,2.0,0.0,-1.0,2020-01-17 09:30:38.038918,316.14,316.2,-1
2020-01-17 09:30:39,N,AAPL,316.14,2.0,316.2,4.0,1.0,-6.0,2020-01-17 09:30:39.496209,316.14,316.2,0
2020-01-17 09:30:40,N,AAPL,316.14,1.0,316.2,3.0,0.0,-1.0,2020-01-17 09:30:40.203847,316.15,316.2,0
2020-01-17 09:30:41,N,AAPL,316.15,4.0,316.2,4.0,3.0,1.0,2020-01-17 09:30:41.518255,316.13,316.16,0
2020-01-17 09:30:42,N,AAPL,316.13,2.0,316.16,2.0,1.0,-2.0,2020-01-17 09:30:42.005835,316.11,316.17,0
2020-01-17 09:30:43,N,AAPL,316.11,2.0,316.17,3.0,-2.0,1.0,2020-01-17 09:30:43.214187,316.1,316.14,0
