,last_interval,Exchange,Symbol,Best_Bid_Price,FB0,Best_Offer_Price,FA0,FB2,FA2,p_time,Next_Best_Bid,Next_Best_Offer,outcome,Spread,AWS,Anomaly,Spread Change,Quote IMB,VPIN
0,2020-01-02 09:30:05,N,AAPL,296.14,4.0,296.19,4.0,2.0,2.0,2020-01-02 09:30:05.489204,296.03,296.07,-1,0.05000000000001137,0.05000000000001137,0,0,0.0,0.00031
1,2020-01-02 09:30:06,N,AAPL,296.03,1.0,296.07,4.0,0.0,2.0,2020-01-02 09:30:06.278858,295.65,295.74,-1,0.040000000000020464,0.012000000000000455,0,-1,-0.6,0.00031
2,2020-01-02 09:30:14,N,AAPL,295.65,6.0,295.74,1.0,5.0,-3.0,2020-01-02 09:30:14.710996,295.52,295.63,-1,0.09000000000003183,0.22393939393941764,1,1,0.7142857142857143,0.00031
3,2020-01-02 09:30:17,N,AAPL,295.52,3.0,295.63,1.0,2.0,0.0,2020-01-02 09:30:17.317319,295.54,295.68,0,0.11000000000001364,0.2517142857143426,1,1,0.5,0.00031
4,2020-01-02 09:30:28,N,AAPL,295.54,2.0,295.68,1.0,-1.0,0.0,2020-01-02 09:30:28.784184,295.62,295.69,0,0.13999999999998636,0.25005681818186076,1,1,0.3333333333333333,0.00031
5,2020-01-02 09:30:29,N,AAPL,295.62,1.0,295.69,2.0,0.0,1.0,2020-01-02 09:30:29.169562,295.67,295.79,0,0.06999999999999318,0.20923076923082817,0,-1,-0.3333333333333333,0.00031
6,2020-01-02 09:30:34,N,AAPL,295.67,2.0,295.79,1.0,0.0,0.0,2020-01-02 09:30:34.896431,295.71,295.82,0,0.12000000000000455,0.2055639097744688,0,1,0.3333333333333333,0.00031
7,2020-01-02 09:30:35,N,AAPL,295.71,1.0,295.82,2.0,0.0,0.0,2020-01-02 09:30:35.039662,295.78,295.86,0,0.11000000000001364,0.19125000000008185,0,-1,-0.3333333333333333,0.00031
8,2020-01-02 09:30:36,N,AAPL,295.78,2.0,295.86,2.0,1.0,-2.0,2020-01-02 09:30:36.001904,295.75,295.82,0,0.08000000000004093,0.17969696969709048,0,-1,0.0,0.00031
9,2020-01-02 09:30:39,N,AAPL,295.75,2.0,295.82,4.0,-1.0,3.0,2020-01-02 09:30:39.045859,295.73,295.76,0,0.06999999999999318,0.1603787878788694,0,-1,-0.3333333333333333,0.00031
10,2020-01-02 09:30:42,N,AAPL,295.73,1.0,295.76,2.0,-1.0,-2.0,2020-01-02 09:30:42.022349,295.75,295.81,0,0.029999999999972715,0.148900000000026,0,-1,-0.3333333333333333,0.00031
11,2020-01-02 09:30:43,N,AAPL,295.75,1.0,295.81,7.0,0.0,5.0,2020-01-02 09:30:43.021394,295.76,295.8,0,0.060000000000002274,0.13002481389582954,0,1,-0.75,0.00031
12,2020-01-02 09:30:45,N,AAPL,295.76,3.0,295.8,2.0,1.0,1.0,2020-01-02 09:30:45.339249,295.74,295.8,0,0.040000000000020464,0.12387669801466927,1,-1,0.2,0.00031
13,2020-01-02 09:30:46,N,AAPL,295.74,1.0,295.8,4.0,0.0,-33.0,2020-01-02 09:30:46.034987,295.77,295.81,0,0.060000000000002274,0.11655855855860864,1,1,-0.6,0.00031
14,2020-01-02 09:30:47,N,AAPL,295.77,3.0,295.81,6.0,-2.0,-31.0,2020-01-02 09:30:47.290570,295.86,295.92,1,0.040000000000020464,0.10707540521502779,1,-1,-0.3333333333333333,0.00031
15,2020-01-02 09:30:48,N,AAPL,295.86,2.0,295.92,1.0,1.0,-2.0,2020-01-02 09:30:48.601657,295.81,295.87,0,0.060000000000002274,0.10213636363641854,1,1,0.3333333333333333,0.00031
16,2020-01-02 09:30:49,N,AAPL,295.81,2.0,295.87,3.0,1.0,2.0,2020-01-02 09:30:49.210460,295.84,295.9,0,0.060000000000002274,0.09999424956868097,1,1,-0.2,0.00031
17,2020-01-02 09:30:50,N,AAPL,295.84,2.0,295.9,1.0,1.0,0.0,2020-01-02 09:30:50.039620,295.83,295.91,0,0.060000000000002274,0.09663461538457341,1,1,0.3333333333333333,0.00031
18,2020-01-02 09:30:51,N,AAPL,295.83,11.0,295.91,4.0,5.0,3.0,2020-01-02 09:30:51.831976,295.83,295.91,0,0.08000000000004093,0.08552307692309569,1,1,0.4666666666666667,0.00031
19,2020-01-02 09:30:52,N,AAPL,295.83,11.0,295.91,1.0,0.0,-1.0,2020-01-02 09:30:52.212856,295.88,295.92,0,0.08000000000004093,0.07676461490876818,1,1,0.8333333333333334,0.00031
20,2020-01-02 09:30:53,N,AAPL,295.88,2.0,295.92,1.0,-9.0,0.0,2020-01-02 09:30:53.519973,295.82,295.87,-1,0.040000000000020464,0.07484126984127215,1,-1,0.3333333333333333,0.00031
21,2020-01-02 09:30:55,N,AAPL,295.82,2.0,295.87,2.0,0.0,1.0,2020-01-02 09:30:55.832868,295.74,295.81,-1,0.05000000000001137,0.07410714285714448,1,1,0.0,0.00031
22,2020-01-02 09:30:57,N,AAPL,295.74,2.0,295.81,3.0,1.0,2.0,2020-01-02 09:30:57.493968,295.74,295.8,0,0.06999999999999318,0.07284846951682766,1,1,-0.2,0.00031
23,2020-01-02 09:30:59,N,AAPL,295.74,2.0,295.8,1.0,0.0,-1.0,2020-01-02 09:30:59.367432,295.7,295.75,0,0.060000000000002274,0.0732318840579751,1,-1,0.3333333333333333,0.00031
24,2020-01-02 09:31:00,N,AAPL,295.7,1.0,295.75,2.0,0.0,0.0,2020-01-02 09:31:00.012426,295.63,295.72,0,0.05000000000001137,0.07091705069120735,1,-1,-0.3333333333333333,0.00031
25,2020-01-02 09:31:01,N,AAPL,295.63,6.0,295.72,2.0,4.0,0.0,2020-01-02 09:31:01.328937,295.69,295.75,0,0.09000000000003183,0.07894736842104066,1,1,0.5,0.00031
26,2020-01-02 09:31:02,N,AAPL,295.69,2.0,295.75,2.0,-1.0,0.0,2020-01-02 09:31:02.497931,295.69,295.76,0,0.060000000000002274,0.07798368298369951,1,-1,0.0,0.00031
27,2020-01-02 09:31:03,N,AAPL,295.69,10.0,295.76,3.0,7.0,2.0,2020-01-02 09:31:03.258547,295.67,295.71,0,0.06999999999999318,0.08334815546766094,1,1,0.5384615384615384,0.00031
28,2020-01-02 09:31:04,N,AAPL,295.67,2.0,295.71,2.0,-8.0,-1.0,2020-01-02 09:31:04.184381,295.64,295.73,0,0.03999999999996362,0.08157902973391629,1,-1,0.0,0.00031
29,2020-01-02 09:31:05,N,AAPL,295.64,3.0,295.73,1.0,0.0,-1.0,2020-01-02 09:31:05.029024,295.66,295.71,0,0.09000000000003183,0.08390232974903711,1,1,0.5,0.00031
30,2020-01-02 09:31:06,N,AAPL,295.66,1.0,295.71,1.0,0.0,0.0,2020-01-02 09:31:06.134486,295.7,295.74,0,0.049999999999954525,0.08314339842604568,1,-1,0.0,0.00031
31,2020-01-02 09:31:07,N,AAPL,295.7,1.0,295.74,2.0,0.0,1.0,2020-01-02 09:31:07.073901,295.74,295.79,0,0.040000000000020464,0.08110175438599754,1,-1,-0.3333333333333333,0.00031
32,2020-01-02 09:31:08,N,AAPL,295.74,1.0,295.79,1.0,0.0,0.0,2020-01-02 09:31:08.074821,295.8,295.86,1,0.05000000000001137,0.08065241228069908,1,1,0.0,0.00031
33,2020-01-02 09:31:09,N,AAPL,295.8,1.0,295.86,2.0,-1.0,1.0,2020-01-02 09:31:09.092888,295.89,295.94,1,0.060000000000002274,0.08082077716102276,1,1,-0.3333333333333333,0.00031
34,2020-01-02 09:31:10,N,AAPL,295.89,2.0,295.94,5.0,0.0,3.0,2020-01-02 09:31:10.684075,295.85,295.89,0,0.05000000000001137,0.084371425094389,1,-1,-0.42857142857142855,0.00031
35,2020-01-02 09:31:11,N,AAPL,295.85,1.0,295.89,4.0,-1.0,-3.0,2020-01-02 09:31:11.900925,295.83,295.87,0,0.03999999999996362,0.08565287356333329,1,-1,-0.6,0.00031
36,2020-01-02 09:31:14,N,AAPL,295.83,3.0,295.87,1.0,2.0,-1.0,2020-01-02 09:31:14.253478,295.76,295.82,-1,0.040000000000020464,0.08386584289502252,1,1,0.5,0.00036
37,2020-01-02 09:31:15,N,AAPL,295.76,6.0,295.82,3.0,5.0,0.0,2020-01-02 09:31:15.264478,295.78,295.84,0,0.060000000000002274,0.08309406190141999,1,1,0.3333333333333333,0.00036
38,2020-01-02 09:31:16,N,AAPL,295.78,1.0,295.84,5.0,-1.0,4.0,2020-01-02 09:31:16.196505,295.72,295.75,-1,0.060000000000002274,0.08272348484848635,1,1,-0.6666666666666666,0.00036
39,2020-01-02 09:31:18,N,AAPL,295.72,7.0,295.75,2.0,6.0,0.0,2020-01-02 09:31:18.166764,295.67,295.73,0,0.029999999999972715,0.08325658468521624,1,-1,0.5555555555555556,0.00036
40,2020-01-02 09:31:19,N,AAPL,295.67,1.0,295.73,2.0,0.0,0.0,2020-01-02 09:31:19.057134,295.71,295.75,0,0.060000000000002274,0.08177288135601657,1,1,-0.3333333333333333,0.00036
41,2020-01-02 09:31:20,N,AAPL,295.71,2.0,295.75,2.0,1.0,0.0,2020-01-02 09:31:20.878410,295.72,295.77,0,0.040000000000020464,0.08081372549031585,1,-1,0.0,0.00036
42,2020-01-02 09:31:21,N,AAPL,295.72,1.0,295.77,2.0,-1.0,1.0,2020-01-02 09:31:21.052979,295.77,295.82,0,0.049999999999954525,0.07981722822643178,1,1,-0.3333333333333333,0.00036
43,2020-01-02 09:31:22,N,AAPL,295.77,4.0,295.82,9.0,2.0,7.0,2020-01-02 09:31:22.337638,295.75,295.79,0,0.05000000000001137,0.07808424778767176,1,1,-0.38461538461538464,0.00036
44,2020-01-02 09:31:23,N,AAPL,295.75,4.0,295.79,1.0,1.0,0.0,2020-01-02 09:31:23.223947,295.75,295.82,0,0.040000000000020464,0.07790493676054666,1,-1,0.6,0.00036
45,2020-01-02 09:31:24,N,AAPL,295.75,4.0,295.82,28.0,1.0,27.0,2020-01-02 09:31:24.031168,295.76,295.82,0,0.06999999999999318,0.07521920999687381,1,1,-0.75,0.00036
46,2020-01-02 09:31:25,N,AAPL,295.76,2.0,295.82,3.0,-2.0,1.0,2020-01-02 09:31:25.388111,295.76,295.8,0,0.060000000000002274,0.0749246487867481,1,-1,-0.2,0.00036
47,2020-01-02 09:31:26,N,AAPL,295.76,2.0,295.8,2.0,0.0,0.0,2020-01-02 09:31:26.762409,295.75,295.79,0,0.040000000000020464,0.07444609960771231,1,-1,0.0,0.00036
48,2020-01-02 09:31:27,N,AAPL,295.75,4.0,295.79,1.0,0.0,-1.0,2020-01-02 09:31:27.000006,295.67,295.73,-1,0.040000000000020464,0.07435691010164192,1,1,0.6,0.00036
49,2020-01-02 09:31:28,N,AAPL,295.67,2.0,295.73,2.0,0.0,1.0,2020-01-02 09:31:28.782832,295.62,295.67,0,0.060000000000002274,0.07422191142194379,1,1,0.0,0.00036
50,2020-01-02 09:31:29,N,AAPL,295.62,2.0,295.67,1.0,0.0,-1.0,2020-01-02 09:31:29.309442,295.59,295.62,0,0.05000000000001137,0.07503128568168904,1,-1,0.3333333333333333,0.00036
51,2020-01-02 09:31:31,N,AAPL,295.59,2.0,295.62,2.0,-1.0,0.0,2020-01-02 09:31:31.090720,295.53,295.59,0,0.03000000000002956,0.07452981192483321,1,-1,0.0,0.00036
52,2020-01-02 09:31:32,N,AAPL,295.53,3.0,295.59,3.0,2.0,1.0,2020-01-02 09:31:32.040411,295.52,295.59,0,0.060000000000002274,0.07442051282055218,1,1,0.0,0.00036
53,2020-01-02 09:31:33,N,AAPL,295.52,4.0,295.59,5.0,2.0,3.0,2020-01-02 09:31:33.176218,295.49,295.53,0,0.06999999999999318,0.07313099943536372,1,1,-0.1111111111111111,0.00036
